id,rating,review_text,order_id,product_id,customer_id
REV25070,5,"very good",ORD15070,PROD114,CUST2644
REV25071,1,"very bad",ORD15071,PROD112,CUST1998
REV25072,3,average,ORD15072,PROD104,CUST5249
REV25073,4,good,ORD15073,PROD106,CUST3470
REV25074,2,bad,ORD15074,PROD100,CUST3067
REV25075,4,good,ORD15075,PROD103,CUST1160
REV25076,4,good,ORD15076,PROD107,CUST3877
REV25077,2,bad,ORD15077,PROD107,CUST5913
REV25078,4,good,ORD15078,PROD105,CUST5962
REV25079,1,"very bad",ORD15079,PROD100,CUST4964
REV25080,2,bad,ORD15080,PROD114,CUST1827
REV25081,2,bad,ORD15081,PROD111,CUST5900
REV25082,5,"very good",ORD15082,PROD100,CUST3335
REV25083,1,"very bad",ORD15083,PROD103,CUST5034
REV25084,2,bad,ORD15084,PROD107,CUST2783
REV25085,5,"very good",ORD15085,PROD109,CUST5272
REV25086,4,good,ORD15086,PROD101,CUST3109
REV25087,1,"very bad",ORD15087,PROD102,CUST5962
REV25088,5,"very good",ORD15088,PROD108,CUST3350
REV25089,5,"very good",ORD15089,PROD105,CUST5496
REV25090,5,"very good",ORD15090,PROD106,CUST2017
REV25091,5,"very good",ORD15091,PROD110,CUST3735
REV25092,3,average,ORD15092,PROD100,CUST2944
REV25093,1,"very bad",ORD15093,PROD106,CUST1218
REV25094,3,average,ORD15094,PROD113,CUST4273
REV25095,4,good,ORD15095,PROD108,CUST5931
REV25096,4,good,ORD15096,PROD107,CUST2597
REV25097,3,average,ORD15097,PROD114,CUST3381
REV25098,1,"very bad",ORD15098,PROD107,CUST3365
REV25099,5,"very good",ORD15099,PROD107,CUST5801
REV25100,5,"very good",ORD15100,PROD109,CUST1349
REV25101,5,"very good",ORD15101,PROD107,CUST2590
REV25102,1,"very bad",ORD15102,PROD111,CUST1154
REV25103,4,good,ORD15103,PROD104,CUST1733
REV25104,1,"very bad",ORD15104,PROD102,CUST3769
REV25105,4,good,ORD15105,PROD105,CUST1580
REV25106,3,average,ORD15106,PROD103,CUST5756
REV25107,1,"very bad",ORD15107,PROD103,CUST4665
REV25108,5,"very good",ORD15108,PROD111,CUST1140
REV25109,5,"very good",ORD15109,PROD105,CUST4328
REV25110,1,"very bad",ORD15110,PROD110,CUST5265
REV25111,2,bad,ORD15111,PROD102,CUST2131
REV25112,5,"very good",ORD15112,PROD108,CUST2044
REV25113,3,average,ORD15113,PROD106,CUST3982
REV25114,4,good,ORD15114,PROD106,CUST4534
REV25115,5,"very good",ORD15115,PROD109,CUST3878
REV25116,2,bad,ORD15116,PROD109,CUST4392
REV25117,2,bad,ORD15117,PROD112,CUST5117
REV25118,2,bad,ORD15118,PROD102,CUST2856
REV25119,1,"very bad",ORD15119,PROD110,CUST1804
REV25120,1,"very bad",ORD15120,PROD114,CUST4003
REV25121,5,"very good",ORD15121,PROD103,CUST1776
REV25122,4,good,ORD15122,PROD107,CUST4827
REV25123,1,"very bad",ORD15123,PROD109,CUST4932
REV25124,5,"very good",ORD15124,PROD105,CUST5077
REV25125,2,bad,ORD15125,PROD101,CUST2565
REV25126,1,"very bad",ORD15126,PROD111,CUST5898
REV25127,5,"very good",ORD15127,PROD112,CUST2854
REV25128,1,"very bad",ORD15128,PROD112,CUST5842
REV25129,2,bad,ORD15129,PROD107,CUST3708
REV25130,4,good,ORD15130,PROD106,CUST3615
REV25131,1,"very bad",ORD15131,PROD114,CUST3917
REV25132,3,average,ORD15132,PROD114,CUST3654
REV25133,4,good,ORD15133,PROD104,CUST1008
REV25134,2,bad,ORD15134,PROD100,CUST3335
REV25135,2,bad,ORD15135,PROD105,CUST2531
REV25136,5,"very good",ORD15136,PROD102,CUST1638
REV25137,2,bad,ORD15137,PROD107,CUST3762
REV25138,5,"very good",ORD15138,PROD112,CUST5251
REV25139,1,"very bad",ORD15139,PROD107,CUST1091
REV25140,4,good,ORD15140,PROD113,CUST1223
REV25141,3,average,ORD15141,PROD108,CUST5234
REV25142,2,bad,ORD15142,PROD113,CUST2524
REV25143,2,bad,ORD15143,PROD104,CUST3270
REV25144,5,"very good",ORD15144,PROD106,CUST2914
REV25145,4,good,ORD15145,PROD114,CUST2952
REV25146,3,average,ORD15146,PROD101,CUST2383
REV25147,1,"very bad",ORD15147,PROD113,CUST3239
REV25148,5,"very good",ORD15148,PROD111,CUST1702
REV25149,4,good,ORD15149,PROD107,CUST4439
REV25150,5,"very good",ORD15150,PROD101,CUST5313
REV25151,2,bad,ORD15151,PROD113,CUST2789
REV25152,5,"very good",ORD15152,PROD105,CUST4562
REV25153,2,bad,ORD15153,PROD103,CUST2797
REV25154,4,good,ORD15154,PROD107,CUST2009
REV25155,2,bad,ORD15155,PROD114,CUST1807
REV25156,5,"very good",ORD15156,PROD108,CUST4283
REV25157,1,"very bad",ORD15157,PROD114,CUST2318
REV25158,1,"very bad",ORD15158,PROD107,CUST5289
REV25159,1,"very bad",ORD15159,PROD102,CUST3562
REV25160,2,bad,ORD15160,PROD100,CUST5219
REV25161,4,good,ORD15161,PROD107,CUST1930
REV25162,5,"very good",ORD15162,PROD108,CUST1698
REV25163,5,"very good",ORD15163,PROD107,CUST4826
REV25164,3,average,ORD15164,PROD104,CUST2379
REV25165,5,"very good",ORD15165,PROD102,CUST3436
REV25166,4,good,ORD15166,PROD108,CUST3358
REV25167,4,good,ORD15167,PROD103,CUST3591
REV25168,5,"very good",ORD15168,PROD107,CUST3531
REV25169,2,bad,ORD15169,PROD106,CUST4223
REV25170,1,"very bad",ORD15170,PROD111,CUST3216
REV25171,3,average,ORD15171,PROD104,CUST1069
REV25172,3,average,ORD15172,PROD112,CUST2809
REV25173,3,average,ORD15173,PROD114,CUST2031
REV25174,2,bad,ORD15174,PROD112,CUST3119
REV25175,3,average,ORD15175,PROD114,CUST3097
REV25176,2,bad,ORD15176,PROD107,CUST2205
REV25177,1,"very bad",ORD15177,PROD103,CUST1603
REV25178,4,good,ORD15178,PROD114,CUST5166
REV25179,4,good,ORD15179,PROD111,CUST5924
REV25180,2,bad,ORD15180,PROD112,CUST3569
REV25181,2,bad,ORD15181,PROD111,CUST3508
REV25182,3,average,ORD15182,PROD106,CUST4154
REV25183,4,good,ORD15183,PROD113,CUST4602
REV25184,4,good,ORD15184,PROD101,CUST5061
REV25185,5,"very good",ORD15185,PROD114,CUST1410
REV25186,2,bad,ORD15186,PROD105,CUST1106
REV25187,5,"very good",ORD15187,PROD101,CUST4793
REV25188,3,average,ORD15188,PROD104,CUST1932
REV25189,4,good,ORD15189,PROD111,CUST3247
REV25190,1,"very bad",ORD15190,PROD106,CUST2955
REV25191,1,"very bad",ORD15191,PROD104,CUST1802
REV25192,3,average,ORD15192,PROD106,CUST5460
REV25193,1,"very bad",ORD15193,PROD104,CUST3027
REV25194,2,bad,ORD15194,PROD111,CUST4907
REV25195,1,"very bad",ORD15195,PROD105,CUST4611
REV25196,4,good,ORD15196,PROD104,CUST4484
REV25197,4,good,ORD15197,PROD105,CUST3696
REV25198,4,good,ORD15198,PROD110,CUST2122
REV25199,2,bad,ORD15199,PROD104,CUST1009
REV25200,2,bad,ORD15200,PROD110,CUST4011
REV25201,1,"very bad",ORD15201,PROD111,CUST4118
REV25202,3,average,ORD15202,PROD109,CUST5446
REV25203,1,"very bad",ORD15203,PROD101,CUST4410
REV25204,2,bad,ORD15204,PROD109,CUST1807
REV25205,2,bad,ORD15205,PROD105,CUST5046
REV25206,4,good,ORD15206,PROD113,CUST3946
REV25207,3,average,ORD15207,PROD103,CUST1514
REV25208,4,good,ORD15208,PROD111,CUST5246
REV25209,4,good,ORD15209,PROD103,CUST2872
REV25210,2,bad,ORD15210,PROD104,CUST5515
REV25211,2,bad,ORD15211,PROD100,CUST5241
REV25212,1,"very bad",ORD15212,PROD107,CUST3656
REV25213,3,average,ORD15213,PROD112,CUST4593
REV25214,3,average,ORD15214,PROD114,CUST4370
REV25215,5,"very good",ORD15215,PROD106,CUST1637
REV25216,3,average,ORD15216,PROD103,CUST5665
REV25217,5,"very good",ORD15217,PROD107,CUST3902
REV25218,5,"very good",ORD15218,PROD114,CUST1240
REV25219,2,bad,ORD15219,PROD111,CUST4683
REV25220,3,average,ORD15220,PROD111,CUST3802
REV25221,4,good,ORD15221,PROD102,CUST1680
REV25222,2,bad,ORD15222,PROD113,CUST1261
REV25223,1,"very bad",ORD15223,PROD101,CUST2611
REV25224,4,good,ORD15224,PROD105,CUST4003
REV25225,4,good,ORD15225,PROD109,CUST4251
REV25226,2,bad,ORD15226,PROD109,CUST5299
REV25227,5,"very good",ORD15227,PROD112,CUST2191
REV25228,4,good,ORD15228,PROD101,CUST2097
REV25229,2,bad,ORD15229,PROD107,CUST4739
REV25230,4,good,ORD15230,PROD102,CUST1676
REV25231,4,good,ORD15231,PROD110,CUST3729
REV25232,2,bad,ORD15232,PROD109,CUST2050
REV25233,4,good,ORD15233,PROD102,CUST4788
REV25234,1,"very bad",ORD15234,PROD113,CUST5617
REV25235,1,"very bad",ORD15235,PROD103,CUST3078
REV25236,5,"very good",ORD15236,PROD103,CUST4980
REV25237,3,average,ORD15237,PROD107,CUST3213
REV25238,3,average,ORD15238,PROD102,CUST4193
REV25239,1,"very bad",ORD15239,PROD106,CUST5491
REV25240,1,"very bad",ORD15240,PROD100,CUST3858
REV25241,3,average,ORD15241,PROD114,CUST1992
REV25242,5,"very good",ORD15242,PROD102,CUST5600
REV25243,1,"very bad",ORD15243,PROD106,CUST5514
REV25244,5,"very good",ORD15244,PROD104,CUST1555
REV25245,4,good,ORD15245,PROD104,CUST1716
REV25246,3,average,ORD15246,PROD106,CUST2811
REV25247,5,"very good",ORD15247,PROD103,CUST1848
REV25248,2,bad,ORD15248,PROD104,CUST2017
REV25249,3,average,ORD15249,PROD104,CUST1402
REV25250,3,average,ORD15250,PROD106,CUST2200
REV25251,4,good,ORD15251,PROD106,CUST5055
REV25252,1,"very bad",ORD15252,PROD101,CUST5984
REV25253,5,"very good",ORD15253,PROD107,CUST4630
REV25254,4,good,ORD15254,PROD105,CUST5841
REV25255,2,bad,ORD15255,PROD111,CUST2720
REV25256,3,average,ORD15256,PROD103,CUST5809
REV25257,3,average,ORD15257,PROD113,CUST4583
REV25258,2,bad,ORD15258,PROD103,CUST5450
REV25259,5,"very good",ORD15259,PROD113,CUST1954
REV25260,4,good,ORD15260,PROD101,CUST2987
REV25261,2,bad,ORD15261,PROD100,CUST3369
REV25262,2,bad,ORD15262,PROD112,CUST3399
REV25263,1,"very bad",ORD15263,PROD110,CUST3585
REV25264,2,bad,ORD15264,PROD113,CUST1334
REV25265,4,good,ORD15265,PROD111,CUST3873
REV25266,5,"very good",ORD15266,PROD109,CUST5186
REV25267,5,"very good",ORD15267,PROD100,CUST1450
REV25268,3,average,ORD15268,PROD104,CUST4030
REV25269,3,average,ORD15269,PROD114,CUST4312
REV25270,4,good,ORD15270,PROD112,CUST4600
REV25271,5,"very good",ORD15271,PROD102,CUST2345
REV25272,1,"very bad",ORD15272,PROD100,CUST1664
REV25273,4,good,ORD15273,PROD105,CUST2664
REV25274,5,"very good",ORD15274,PROD110,CUST3870
REV25275,1,"very bad",ORD15275,PROD113,CUST1852
REV25276,5,"very good",ORD15276,PROD109,CUST4204
REV25277,1,"very bad",ORD15277,PROD105,CUST4327
REV25278,1,"very bad",ORD15278,PROD114,CUST1810
REV25279,5,"very good",ORD15279,PROD102,CUST3519
REV25280,4,good,ORD15280,PROD107,CUST2219
REV25281,4,good,ORD15281,PROD106,CUST5652
REV25282,1,"very bad",ORD15282,PROD104,CUST2174
REV25283,4,good,ORD15283,PROD108,CUST5513
REV25284,2,bad,ORD15284,PROD114,CUST2090
REV25285,3,average,ORD15285,PROD113,CUST1055
REV25286,1,"very bad",ORD15286,PROD109,CUST4126
REV25287,3,average,ORD15287,PROD105,CUST4277
REV25288,4,good,ORD15288,PROD108,CUST5082
REV25289,3,average,ORD15289,PROD102,CUST5371
REV25290,5,"very good",ORD15290,PROD106,CUST5859
REV25291,5,"very good",ORD15291,PROD109,CUST4772
REV25292,3,average,ORD15292,PROD113,CUST2531
REV25293,4,good,ORD15293,PROD104,CUST3015
REV25294,4,good,ORD15294,PROD102,CUST5909
REV25295,3,average,ORD15295,PROD100,CUST1134
REV25296,3,average,ORD15296,PROD113,CUST4439
REV25297,4,good,ORD15297,PROD113,CUST5103
REV25298,5,"very good",ORD15298,PROD107,CUST5899
REV25299,2,bad,ORD15299,PROD103,CUST2818
REV25300,5,"very good",ORD15300,PROD101,CUST2668
REV25301,3,average,ORD15301,PROD113,CUST4515
REV25302,1,"very bad",ORD15302,PROD103,CUST2965
REV25303,4,good,ORD15303,PROD108,CUST2774
REV25304,3,average,ORD15304,PROD104,CUST2512
REV25305,2,bad,ORD15305,PROD109,CUST1234
REV25306,1,"very bad",ORD15306,PROD112,CUST3215
REV25307,5,"very good",ORD15307,PROD111,CUST4050
REV25308,5,"very good",ORD15308,PROD109,CUST1118
REV25309,5,"very good",ORD15309,PROD109,CUST5038
REV25310,5,"very good",ORD15310,PROD112,CUST5905
REV25311,3,average,ORD15311,PROD101,CUST1944
REV25312,3,average,ORD15312,PROD111,CUST2249
REV25313,2,bad,ORD15313,PROD112,CUST1505
REV25314,1,"very bad",ORD15314,PROD106,CUST3870
REV25315,5,"very good",ORD15315,PROD102,CUST2707
REV25316,1,"very bad",ORD15316,PROD100,CUST2639
REV25317,4,good,ORD15317,PROD114,CUST2649
REV25318,2,bad,ORD15318,PROD103,CUST3287
REV25319,4,good,ORD15319,PROD111,CUST3491
REV25320,2,bad,ORD15320,PROD114,CUST2872
REV25321,1,"very bad",ORD15321,PROD106,CUST1685
REV25322,4,good,ORD15322,PROD114,CUST5503
REV25323,4,good,ORD15323,PROD114,CUST3052
REV25324,2,bad,ORD15324,PROD107,CUST3722
REV25325,1,"very bad",ORD15325,PROD110,CUST2038
REV25326,1,"very bad",ORD15326,PROD102,CUST1010
REV25327,1,"very bad",ORD15327,PROD110,CUST3015
REV25328,1,"very bad",ORD15328,PROD110,CUST3149
REV25329,5,"very good",ORD15329,PROD108,CUST4938
REV25330,3,average,ORD15330,PROD106,CUST1758
REV25331,1,"very bad",ORD15331,PROD100,CUST5376
REV25332,4,good,ORD15332,PROD106,CUST3354
REV25333,5,"very good",ORD15333,PROD111,CUST2682
REV25334,3,average,ORD15334,PROD105,CUST3533
REV25335,3,average,ORD15335,PROD114,CUST5782
REV25336,4,good,ORD15336,PROD110,CUST1447
REV25337,4,good,ORD15337,PROD103,CUST4885
REV25338,2,bad,ORD15338,PROD108,CUST1470
REV25339,4,good,ORD15339,PROD110,CUST1997
REV25340,2,bad,ORD15340,PROD100,CUST4900
REV25341,3,average,ORD15341,PROD110,CUST5687
REV25342,3,average,ORD15342,PROD107,CUST3270
REV25343,3,average,ORD15343,PROD110,CUST1628
REV25344,3,average,ORD15344,PROD106,CUST2861
REV25345,1,"very bad",ORD15345,PROD109,CUST2538
REV25346,4,good,ORD15346,PROD112,CUST4053
REV25347,4,good,ORD15347,PROD112,CUST5726
REV25348,5,"very good",ORD15348,PROD106,CUST5322
REV25349,3,average,ORD15349,PROD107,CUST3941
REV25350,1,"very bad",ORD15350,PROD110,CUST2774
REV25351,2,bad,ORD15351,PROD112,CUST5557
REV25352,2,bad,ORD15352,PROD103,CUST3143
REV25353,4,good,ORD15353,PROD110,CUST5924
REV25354,1,"very bad",ORD15354,PROD103,CUST1730
REV25355,3,average,ORD15355,PROD111,CUST5067
REV25356,2,bad,ORD15356,PROD112,CUST2104
REV25357,1,"very bad",ORD15357,PROD105,CUST4199
REV25358,5,"very good",ORD15358,PROD105,CUST5036
REV25359,2,bad,ORD15359,PROD109,CUST5644
REV25360,5,"very good",ORD15360,PROD111,CUST1388
REV25361,3,average,ORD15361,PROD102,CUST4301
REV25362,5,"very good",ORD15362,PROD111,CUST4124
REV25363,5,"very good",ORD15363,PROD103,CUST3058
REV25364,5,"very good",ORD15364,PROD114,CUST3582
REV25365,4,good,ORD15365,PROD100,CUST5933
REV25366,1,"very bad",ORD15366,PROD114,CUST5910
REV25367,5,"very good",ORD15367,PROD100,CUST2912
REV25368,3,average,ORD15368,PROD106,CUST4163
REV25369,3,average,ORD15369,PROD101,CUST1762
REV25370,4,good,ORD15370,PROD105,CUST4325
REV25371,1,"very bad",ORD15371,PROD112,CUST3131
REV25372,5,"very good",ORD15372,PROD110,CUST4273
REV25373,5,"very good",ORD15373,PROD109,CUST3495
REV25374,2,bad,ORD15374,PROD102,CUST4148
REV25375,3,average,ORD15375,PROD102,CUST5082
REV25376,5,"very good",ORD15376,PROD114,CUST1903
REV25377,2,bad,ORD15377,PROD110,CUST5057
REV25378,2,bad,ORD15378,PROD102,CUST3324
REV25379,2,bad,ORD15379,PROD112,CUST1084
REV25380,2,bad,ORD15380,PROD113,CUST4239
REV25381,4,good,ORD15381,PROD103,CUST3653
REV25382,5,"very good",ORD15382,PROD114,CUST3786
REV25383,2,bad,ORD15383,PROD110,CUST4885
REV25384,2,bad,ORD15384,PROD109,CUST5158
REV25385,1,"very bad",ORD15385,PROD109,CUST1295
REV25386,1,"very bad",ORD15386,PROD100,CUST5506
REV25387,5,"very good",ORD15387,PROD104,CUST5028
REV25388,2,bad,ORD15388,PROD103,CUST5195
REV25389,1,"very bad",ORD15389,PROD108,CUST5777
REV25390,3,average,ORD15390,PROD112,CUST3446
REV25391,5,"very good",ORD15391,PROD113,CUST1822
REV25392,5,"very good",ORD15392,PROD113,CUST3483
REV25393,2,bad,ORD15393,PROD108,CUST2132
REV25394,5,"very good",ORD15394,PROD107,CUST4381
REV25395,4,good,ORD15395,PROD102,CUST3607
REV25396,3,average,ORD15396,PROD111,CUST4104
REV25397,4,good,ORD15397,PROD111,CUST4947
REV25398,2,bad,ORD15398,PROD100,CUST1303
REV25399,4,good,ORD15399,PROD114,CUST2826
REV25400,2,bad,ORD15400,PROD100,CUST5899
REV25401,5,"very good",ORD15401,PROD108,CUST4515
REV25402,1,"very bad",ORD15402,PROD106,CUST3659
REV25403,1,"very bad",ORD15403,PROD103,CUST3620
REV25404,4,good,ORD15404,PROD106,CUST1840
REV25405,3,average,ORD15405,PROD113,CUST4657
REV25406,1,"very bad",ORD15406,PROD112,CUST4897
REV25407,2,bad,ORD15407,PROD109,CUST1815
REV25408,4,good,ORD15408,PROD101,CUST3933
REV25409,5,"very good",ORD15409,PROD103,CUST3409
REV25410,1,"very bad",ORD15410,PROD100,CUST1884
REV25411,2,bad,ORD15411,PROD110,CUST4249
REV25412,1,"very bad",ORD15412,PROD112,CUST5413
REV25413,2,bad,ORD15413,PROD103,CUST5866
REV25414,5,"very good",ORD15414,PROD101,CUST1691
REV25415,2,bad,ORD15415,PROD110,CUST1301
REV25416,1,"very bad",ORD15416,PROD106,CUST5060
REV25417,1,"very bad",ORD15417,PROD106,CUST1470
REV25418,3,average,ORD15418,PROD102,CUST4127
REV25419,3,average,ORD15419,PROD105,CUST5410
REV25420,3,average,ORD15420,PROD110,CUST1628
REV25421,3,average,ORD15421,PROD106,CUST1208
REV25422,1,"very bad",ORD15422,PROD109,CUST4733
REV25423,2,bad,ORD15423,PROD114,CUST4081
REV25424,2,bad,ORD15424,PROD108,CUST1537
REV25425,4,good,ORD15425,PROD110,CUST3525
REV25426,3,average,ORD15426,PROD112,CUST1534
REV25427,1,"very bad",ORD15427,PROD113,CUST2321
REV25428,1,"very bad",ORD15428,PROD101,CUST4494
REV25429,5,"very good",ORD15429,PROD109,CUST1346
REV25430,3,average,ORD15430,PROD103,CUST3117
REV25431,2,bad,ORD15431,PROD114,CUST5023
REV25432,1,"very bad",ORD15432,PROD107,CUST3046
REV25433,3,average,ORD15433,PROD105,CUST4755
REV25434,5,"very good",ORD15434,PROD112,CUST3379
REV25435,4,good,ORD15435,PROD109,CUST2541
REV25436,4,good,ORD15436,PROD113,CUST1559
REV25437,1,"very bad",ORD15437,PROD106,CUST4244
REV25438,2,bad,ORD15438,PROD105,CUST3097
REV25439,1,"very bad",ORD15439,PROD112,CUST2358
REV25440,2,bad,ORD15440,PROD112,CUST3628
REV25441,3,average,ORD15441,PROD105,CUST1189
REV25442,2,bad,ORD15442,PROD112,CUST2221
REV25443,4,good,ORD15443,PROD102,CUST3037
REV25444,3,average,ORD15444,PROD106,CUST4287
REV25445,1,"very bad",ORD15445,PROD100,CUST5128
REV25446,5,"very good",ORD15446,PROD112,CUST1667
REV25447,5,"very good",ORD15447,PROD107,CUST2522
REV25448,1,"very bad",ORD15448,PROD101,CUST5470
REV25449,2,bad,ORD15449,PROD103,CUST4990
REV25450,1,"very bad",ORD15450,PROD101,CUST2234
REV25451,3,average,ORD15451,PROD103,CUST1539
REV25452,1,"very bad",ORD15452,PROD107,CUST5997
REV25453,3,average,ORD15453,PROD107,CUST1620
REV25454,2,bad,ORD15454,PROD106,CUST2372
REV25455,5,"very good",ORD15455,PROD113,CUST2127
REV25456,1,"very bad",ORD15456,PROD111,CUST1971
REV25457,3,average,ORD15457,PROD100,CUST1722
REV25458,3,average,ORD15458,PROD102,CUST4321
REV25459,5,"very good",ORD15459,PROD103,CUST4725
REV25460,1,"very bad",ORD15460,PROD114,CUST3170
REV25461,5,"very good",ORD15461,PROD110,CUST3948
REV25462,3,average,ORD15462,PROD100,CUST2446
REV25463,2,bad,ORD15463,PROD108,CUST5031
REV25464,4,good,ORD15464,PROD108,CUST3469
REV25465,5,"very good",ORD15465,PROD104,CUST3594
REV25466,1,"very bad",ORD15466,PROD105,CUST1602
REV25467,4,good,ORD15467,PROD104,CUST4448
REV25468,5,"very good",ORD15468,PROD112,CUST3678
REV25469,5,"very good",ORD15469,PROD108,CUST5139
REV25470,1,"very bad",ORD15470,PROD101,CUST5015
REV25471,2,bad,ORD15471,PROD111,CUST1927
REV25472,5,"very good",ORD15472,PROD110,CUST1301
REV25473,5,"very good",ORD15473,PROD111,CUST2214
REV25474,2,bad,ORD15474,PROD114,CUST1829
REV25475,5,"very good",ORD15475,PROD109,CUST2425
REV25476,4,good,ORD15476,PROD104,CUST5415
REV25477,2,bad,ORD15477,PROD110,CUST3187
REV25478,4,good,ORD15478,PROD112,CUST5893
REV25479,4,good,ORD15479,PROD105,CUST1511
REV25480,3,average,ORD15480,PROD102,CUST5866
REV25481,3,average,ORD15481,PROD107,CUST5590
REV25482,2,bad,ORD15482,PROD102,CUST2414
REV25483,5,"very good",ORD15483,PROD110,CUST5173
REV25484,5,"very good",ORD15484,PROD101,CUST2738
REV25485,3,average,ORD15485,PROD113,CUST3050
REV25486,1,"very bad",ORD15486,PROD104,CUST1874
REV25487,3,average,ORD15487,PROD109,CUST4132
REV25488,3,average,ORD15488,PROD108,CUST3253
REV25489,3,average,ORD15489,PROD102,CUST1882
REV25490,3,average,ORD15490,PROD104,CUST1275
REV25491,2,bad,ORD15491,PROD102,CUST4693
REV25492,4,good,ORD15492,PROD108,CUST2602
REV25493,2,bad,ORD15493,PROD112,CUST3390
REV25494,2,bad,ORD15494,PROD110,CUST5549
REV25495,4,good,ORD15495,PROD109,CUST5307
REV25496,3,average,ORD15496,PROD109,CUST2419
REV25497,2,bad,ORD15497,PROD104,CUST5887
REV25498,1,"very bad",ORD15498,PROD113,CUST3554
REV25499,5,"very good",ORD15499,PROD109,CUST3656
REV25500,5,"very good",ORD15500,PROD103,CUST3125
REV25501,2,bad,ORD15501,PROD109,CUST3872
REV25502,5,"very good",ORD15502,PROD110,CUST1180
REV25503,2,bad,ORD15503,PROD113,CUST2280
REV25504,1,"very bad",ORD15504,PROD103,CUST5046
REV25505,3,average,ORD15505,PROD113,CUST3909
REV25506,1,"very bad",ORD15506,PROD102,CUST3873
REV25507,2,bad,ORD15507,PROD108,CUST1091
REV25508,2,bad,ORD15508,PROD103,CUST3253
REV25509,2,bad,ORD15509,PROD112,CUST1244
REV25510,3,average,ORD15510,PROD111,CUST1869
REV25511,5,"very good",ORD15511,PROD112,CUST1044
REV25512,4,good,ORD15512,PROD111,CUST2106
REV25513,2,bad,ORD15513,PROD107,CUST5379
REV25514,4,good,ORD15514,PROD104,CUST3390
REV25515,3,average,ORD15515,PROD105,CUST1021
REV25516,4,good,ORD15516,PROD106,CUST3110
REV25517,4,good,ORD15517,PROD106,CUST3916
REV25518,5,"very good",ORD15518,PROD113,CUST1608
REV25519,4,good,ORD15519,PROD107,CUST4073
REV25520,5,"very good",ORD15520,PROD113,CUST5722
REV25521,1,"very bad",ORD15521,PROD103,CUST5306
REV25522,3,average,ORD15522,PROD100,CUST2348
REV25523,2,bad,ORD15523,PROD111,CUST4164
REV25524,5,"very good",ORD15524,PROD105,CUST4619
REV25525,5,"very good",ORD15525,PROD104,CUST5320
REV25526,3,average,ORD15526,PROD103,CUST3350
REV25527,1,"very bad",ORD15527,PROD107,CUST3706
REV25528,4,good,ORD15528,PROD114,CUST4316
REV25529,3,average,ORD15529,PROD108,CUST1246
REV25530,4,good,ORD15530,PROD108,CUST1672
REV25531,2,bad,ORD15531,PROD113,CUST5928
REV25532,2,bad,ORD15532,PROD108,CUST1892
REV25533,4,good,ORD15533,PROD105,CUST5556
REV25534,1,"very bad",ORD15534,PROD106,CUST2981
REV25535,1,"very bad",ORD15535,PROD106,CUST5200
REV25536,2,bad,ORD15536,PROD111,CUST3393
REV25537,4,good,ORD15537,PROD113,CUST1624
REV25538,2,bad,ORD15538,PROD113,CUST5607
REV25539,1,"very bad",ORD15539,PROD109,CUST2525
REV25540,4,good,ORD15540,PROD111,CUST4688
REV25541,2,bad,ORD15541,PROD110,CUST1186
REV25542,1,"very bad",ORD15542,PROD110,CUST3423
REV25543,5,"very good",ORD15543,PROD111,CUST3945
REV25544,2,bad,ORD15544,PROD102,CUST2967
REV25545,5,"very good",ORD15545,PROD111,CUST2939
REV25546,1,"very bad",ORD15546,PROD113,CUST2625
REV25547,1,"very bad",ORD15547,PROD100,CUST5841
REV25548,5,"very good",ORD15548,PROD110,CUST4529
REV25549,3,average,ORD15549,PROD113,CUST1867
REV25550,1,"very bad",ORD15550,PROD104,CUST5486
REV25551,1,"very bad",ORD15551,PROD103,CUST4641
REV25552,4,good,ORD15552,PROD111,CUST5106
REV25553,1,"very bad",ORD15553,PROD106,CUST3159
REV25554,1,"very bad",ORD15554,PROD112,CUST2698
REV25555,4,good,ORD15555,PROD104,CUST2079
REV25556,4,good,ORD15556,PROD111,CUST2814
REV25557,3,average,ORD15557,PROD102,CUST4754
REV25558,4,good,ORD15558,PROD106,CUST5827
REV25559,2,bad,ORD15559,PROD112,CUST2138
REV25560,3,average,ORD15560,PROD110,CUST5231
REV25561,2,bad,ORD15561,PROD103,CUST3271
REV25562,1,"very bad",ORD15562,PROD108,CUST5724
REV25563,3,average,ORD15563,PROD111,CUST4702
REV25564,5,"very good",ORD15564,PROD114,CUST1846
REV25565,2,bad,ORD15565,PROD109,CUST5714
REV25566,3,average,ORD15566,PROD103,CUST5908
REV25567,5,"very good",ORD15567,PROD110,CUST3466
REV25568,1,"very bad",ORD15568,PROD111,CUST2964
REV25569,2,bad,ORD15569,PROD103,CUST2906
REV25570,2,bad,ORD15570,PROD113,CUST1354
REV25571,3,average,ORD15571,PROD108,CUST1972
REV25572,4,good,ORD15572,PROD105,CUST3295
REV25573,1,"very bad",ORD15573,PROD108,CUST2212
REV25574,1,"very bad",ORD15574,PROD102,CUST3527
REV25575,3,average,ORD15575,PROD113,CUST2180
REV25576,1,"very bad",ORD15576,PROD101,CUST5647
REV25577,1,"very bad",ORD15577,PROD113,CUST4217
REV25578,1,"very bad",ORD15578,PROD101,CUST2820
REV25579,5,"very good",ORD15579,PROD108,CUST3457
REV25580,4,good,ORD15580,PROD111,CUST2027
REV25581,5,"very good",ORD15581,PROD106,CUST3429
